Scheme_name,Category,Category_Equity,Category_Debt,Category_Hybrid,Expense_ratio,Risk_factor,age_in_months,Rating,Net_assets,Return_1wk,Return_1m,Return_3m,Return_6m,Return_1yr,Return_3yr,Return_5yr,Return_10yr,Equity_fund_style_Growth,Equity_fund_style_Value,Equity_fund_style_Blend,Standard Deviation,Sharpe Ratio,Sortino Ratio,NAV_latest,NAV_previous,NAV_52wk_high,NAV_52wk_low,Minimum_Investment,Fund_Manager_Tenure,#_Funds_managed,dbsc_1,agglomerative_1,hierarchy_1,kmeans_1,kmeans_2
Sundaram Long Term Micro Cap Tax Advantage Fund Series IV - Direct Plan,EQ-ELSS,1,0,0,1.32,5,72,2,31,0.97,-0.05,0.05,-5.24,3.82,42.96,9.44,0.0,1,0,0,28.89,0.89,1.01,16.97,16.86,18.24,14.12,500,6.5,27,0,4,1,0,8
Sundaram Long Term Micro Cap Tax Advantage Fund Series V - Direct Plan,EQ-ELSS,1,0,0,1.22,5,68,2,27,1.13,-0.34,-1.24,-6.16,1.67,42.97,9.79,0.0,1,0,0,29.37,0.88,0.96,16.44,16.33,17.86,13.86,500,6.0,27,0,4,1,0,8
Sundaram Long Term Micro Cap Tax Advantage Fund Series VI - Direct Plan,EQ-ELSS,1,0,0,1.23,5,66,2,32,1.11,-0.13,0.01,-5.08,3.95,44.96,10.04,0.0,1,0,0,30.04,0.9,0.98,16.01,15.92,17.15,13.34,500,5.8,27,0,4,1,0,8
Sundaram Long Term Tax Advantage Fund Series I - Direct Plan,EQ-ELSS,1,0,0,1.01,5,96,2,17,1.49,-1.48,-4.48,-2.12,3.85,29.67,11.73,0.0,1,0,0,22.82,0.7,0.78,22.62,22.55,24.54,19.66,500,8.3,27,0,4,1,0,8
Sundaram Long Term Tax Advantage Fund Series II - Direct Plan,EQ-ELSS,1,0,0,1.2,5,84,2,11,1.45,-1.6,-4.67,-2.3,3.38,29.22,11.9,0.0,1,0,0,22.67,0.69,0.78,24.54,24.47,26.7,21.45,500,7.4,27,0,4,1,0,8
Sundaram Long Term Tax Advantage Fund Series III - Direct Plan,EQ-ELSS,1,0,0,0.98,5,60,2,29,1.43,-0.02,-0.15,-5.1,6.41,42.07,0.0,0.0,1,0,0,28.29,0.87,0.92,16.71,16.61,17.91,13.84,500,5.2,27,0,4,1,0,8
Sundaram Long Term Tax Advantage Fund Series IV - Direct Plan,EQ-ELSS,1,0,0,1.3,5,57,2,19,1.47,-0.07,0.15,-5.08,6.04,41.11,0.0,0.0,1,0,0,28.11,0.87,0.95,19.06,18.96,20.44,15.79,500,5.0,27,0,4,1,0,8
Sundaram Mid Cap Fund - Direct Plan,EQ-MC,1,0,0,1.04,5,122,2,7049,0.19,-2.22,-4.83,-7.51,4.18,27.77,8.6,17.52,0,0,1,24.6,0.6,0.62,758.73,756.32,832.76,646.15,100,2.1,1,0,6,1,1,6
Sundaram Multi Cap Fund - Direct Plan,EQ-MLC,1,0,0,0.97,5,122,2,1795,0.29,-2.63,-4.83,-7.53,-2.31,27.24,10.25,16.16,1,0,0,22.1,0.69,0.76,244.81,244.15,270.33,219.17,100,1.2,4,0,2,1,1,0
Sundaram Multi Cap Fund - Series I - Direct Plan,EQ-MLC,1,0,0,0.79,5,57,2,143,1.17,-1.9,-5.38,-4.98,0.88,25.01,0.0,0.0,1,0,0,22.96,0.56,0.61,17.29,17.25,18.98,15.24,5000,1.2,27,0,4,1,0,8
Sundaram Multi Cap Fund - Series II - Direct Plan,EQ-MLC,1,0,0,0.79,5,56,2,84,1.2,-1.87,-5.43,-5.03,0.82,25.03,0.0,0.0,1,0,0,22.97,0.56,0.6,17.28,17.23,18.98,15.24,5000,1.2,27,0,4,1,0,8
Sundaram Nifty 100 Equal Weight Fund - Direct Plan,EQ-LC,1,0,0,0.46,5,122,2,53,1.06,-0.84,-7.0,-8.67,-3.13,26.36,8.41,10.55,0,0,1,22.12,0.64,0.74,107.46,106.93,120.19,98.3,100,1.2,3,0,6,1,0,6
Sundaram Services Fund - Direct Plan,EQ-THEMATIC,1,0,0,0.9,5,54,2,2273,2.18,-0.89,-4.68,-4.28,2.89,31.42,0.0,0.0,1,0,0,24.31,0.7,0.74,21.75,21.68,23.63,18.98,100,4.6,7,0,4,1,0,8
Sundaram Small Cap Fund - Direct Plan,EQ-SC,1,0,0,1.02,5,122,2,1962,0.98,-0.31,-1.65,-4.05,2.21,39.53,10.06,19.39,1,0,0,27.44,0.84,0.85,156.82,156.1,166.06,131.76,100,1.2,7,0,2,1,1,0
Sundaram Tax Savings Fund - Direct Plan,EQ-ELSS,1,0,0,1.76,5,122,3,931,0.98,-2.46,-5.17,-5.83,0.85,27.8,10.14,14.38,1,0,0,21.5,0.74,0.84,339.88,338.67,372.65,302.01,500,3.4,2,0,2,1,1,0
Tata Banking and Financial Services Fund - Direct Plan,EQ-BANK,1,0,0,0.59,5,87,4,1272,1.93,-0.94,-5.79,-0.23,11.88,23.18,12.6,0.0,1,0,0,27.88,0.42,0.52,30.01,29.83,33.04,23.96,5000,4.8,3,0,4,1,0,8
Tata Digital India Fund - Direct Plan,EQ-IT,1,0,0,0.31,5,87,2,6766,-0.7,-5.66,-1.47,3.86,-17.34,38.99,22.3,0.0,1,0,0,24.99,1.07,1.55,34.91,34.83,43.01,32.45,5000,4.4,3,0,2,1,1,0
Tata Equity PE Fund - Direct Plan,EQ-VAL,1,0,0,0.91,5,122,2,5120,0.64,-0.2,-2.85,-1.96,5.79,27.77,10.15,17.31,1,0,0,20.81,0.73,0.8,223.72,223.4,238.13,192.69,5000,7.0,4,0,2,1,1,0
Tata Ethical Fund - Direct Plan,EQ-THEMATIC,1,0,0,0.94,5,122,2,1501,0.23,-2.39,-2.09,-2.41,-1.43,28.03,13.29,15.49,1,0,0,17.57,0.98,1.26,300.68,299.43,319.02,267.95,5000,1.5,4,0,2,1,1,0
Tata Flexi Cap Fund - Direct Plan,EQ-FLX,1,0,0,0.77,5,54,2,2096,0.98,-1.6,-4.8,-7.57,-3.04,21.42,0.0,0.0,1,0,0,18.58,0.58,0.66,15.99,15.93,17.56,14.74,5000,4.6,4,0,4,1,0,8
Tata Focused Equity Fund - Direct Plan,EQ-FLX,1,0,0,0.46,5,39,3,1212,1.16,-1.44,-5.7,-2.22,0.44,28.3,0.0,0.0,1,0,0,22.68,0.69,0.79,15.68,15.62,17.19,13.71,5000,0.9,3,0,4,1,0,8
Tata India Consumer Fund - Direct Plan,EQ-Consumption,1,0,0,0.91,5,87,2,1347,1.32,-1.13,-2.69,-8.73,3.32,23.07,10.87,0.0,1,0,0,17.52,0.71,0.89,29.17,29.06,31.96,25.2,5000,7.0,4,0,4,1,0,8
Tata India Pharma & HealthCare Fund - Direct Plan,EQ-Pharma,1,0,0,1.01,5,87,2,486,0.82,-2.3,-7.59,-3.91,-6.84,22.11,15.15,0.0,0,0,1,19.41,0.82,1.97,17.53,17.35,19.44,16.67,5000,4.4,3,0,6,1,0,6
Tata India Tax Savings Fund - Direct Plan,EQ-ELSS,1,0,0,0.76,5,122,3,3078,0.24,-2.68,-5.63,-3.57,1.44,26.49,12.15,17.19,1,0,0,22.16,0.67,0.77,144.95,144.74,163.03,128.75,500,2.0,6,0,2,1,1,0
Tata Infrastructure Fund - Direct Plan,EQ-INFRA,1,0,0,1.42,5,122,3,951,0.47,1.37,-0.33,-2.4,13.44,34.9,13.21,15.2,1,0,0,22.92,0.93,1.07,106.66,106.74,112.69,86.06,5000,4.8,4,0,2,1,1,0
Tata Large Cap Fund - Direct Plan,EQ-LC,1,0,0,1.24,5,122,2,1366,1.1,-1.59,-4.81,-1.76,1.31,25.74,11.45,13.61,1,0,0,22.12,0.61,0.68,365.91,365.05,396.93,320.97,5000,2.0,3,0,2,1,1,0
Tata Large & Mid Cap Fund - Direct Plan,EQ-L&MC,1,0,0,0.89,5,122,4,3681,0.97,-0.91,-5.12,-2.75,9.87,28.73,13.96,16.46,1,0,0,22.54,0.71,0.84,382.09,380.6,415.26,318.85,5000,4.6,2,0,2,1,1,0
Tata Midcap Growth Fund - Direct Plan,EQ-MC,1,0,0,0.98,5,122,3,1760,0.83,-1.15,-2.49,-4.74,1.62,29.41,13.77,19.89,0,0,1,22.86,0.75,0.78,264.31,262.85,281.84,228.39,5000,2.0,4,0,6,1,1,6
Tata Nifty 50 Exchange Traded Fund,EQ-LC,1,0,0,0.08,5,51,2,462,1.06,-2.29,-5.28,-2.43,0.24,26.53,0.0,0.0,1,0,0,22.21,0.65,0.8,179.76,179.3,196.95,159.37,5000,4.3,6,0,4,1,0,8
Tata Nifty 50 Index Fund - Direct Plan,EQ-LC,1,0,0,0.16,5,122,3,369,1.05,-2.3,-5.32,-2.52,0.13,25.67,12.16,12.51,1,0,0,21.82,0.64,0.79,113.11,112.82,123.98,100.37,5000,7.0,4,0,2,1,1,0
Tata Nifty Private Bank ETF,EQ-BANK,1,0,0,0.14,5,43,2,9,2.35,-0.47,-5.56,-2.87,10.85,23.83,0.0,0.0,1,0,0,34.35,0.32,0.39,206.35,205.57,227.77,166.89,5000,3.6,6,0,4,1,0,8
Tata Quant Fund - Direct Plan,EQ-THEMATIC,1,0,0,0.78,5,38,2,39,0.37,-0.83,-3.05,-1.86,4.08,14.45,0.0,0.0,0,0,1,20.75,0.23,0.24,10.9,10.89,11.67,9.36,5000,3.2,6,0,6,1,0,6
Tata Resources & Energy Fund - Direct Plan,EQ-Energy,1,0,0,0.91,5,87,2,232,0.07,0.71,-2.68,-2.37,-3.37,34.77,15.61,0.0,0,0,1,23.77,0.93,1.26,31.24,31.13,34.73,26.56,5000,4.4,1,0,6,1,0,6
Tata Retirement Savings Fund - Progressive Plan - Direct Plan,EQ-FLX,1,0,0,0.67,5,122,2,1260,1.12,-1.49,-4.24,-6.66,-0.84,20.55,9.53,15.37,1,0,0,19.06,0.51,0.57,47.16,47.0,51.21,42.76,5000,7.0,6,0,2,1,1,0
Tata Small Cap Fund - Direct Plan,EQ-SC,1,0,0,0.26,5,52,4,3301,1.18,1.11,0.26,2.24,17.87,44.47,0.0,0.0,1,0,0,24.38,1.15,1.2,25.45,25.18,26.47,19.92,5000,4.4,2,0,4,1,0,8
Tata S&P BSE Sensex Index Fund - Direct Plan,EQ-LC,1,0,0,0.27,5,122,4,175,1.13,-2.59,-4.21,-1.33,1.38,25.14,12.88,12.75,1,0,0,21.85,0.63,0.8,151.11,150.76,164.11,132.9,5000,7.0,4,0,2,1,1,0
Tata Young Citizens Fund - Direct Plan,EQ-FLX,1,0,0,1.8,5,122,2,258,1.6,-1.67,-3.99,-2.66,1.05,27.39,10.44,11.9,1,0,0,20.34,0.76,0.89,44.67,44.48,48.07,38.89,500,2.9,3,0,2,1,1,0
Taurus Banking & Financial Services Fund - Direct Plan,EQ-BANK,1,0,0,1.66,5,122,4,9,1.56,-1.02,-6.48,-1.54,9.01,21.89,11.92,12.82,1,0,0,29.36,0.37,0.46,39.67,39.67,44.58,32.41,5000,0.4,2,0,4,1,1,0
Taurus Discovery (Midcap) Fund - Direct Plan,EQ-MC,1,0,0,2.19,5,122,3,74,0.36,-2.25,-4.93,-4.25,3.14,26.32,11.01,17.17,1,0,0,22.38,0.69,0.78,76.11,76.08,83.54,64.49,5000,0.8,2,0,2,1,1,0
Taurus Ethical Fund - Direct Plan,EQ-THEMATIC,1,0,0,1.18,5,122,2,84,-1.25,-2.63,-6.01,-9.12,-3.59,22.3,11.49,14.79,1,0,0,17.55,0.71,0.86,86.24,86.07,96.83,79.6,5000,0.4,1,0,2,1,1,0
Taurus Flexi Cap Fund - Direct Plan,EQ-FLX,1,0,0,2.59,5,122,1,233,0.11,-0.9,-6.53,-9.76,-4.12,20.14,5.43,10.05,0,0,1,22.09,0.38,0.39,147.61,147.04,168.66,132.05,5000,1.5,2,0,6,1,1,6
Taurus Infrastructure Fund - Direct Plan,EQ-INFRA,1,0,0,2.02,5,122,3,5,0.55,-1.32,-4.97,-7.4,-1.03,25.38,9.12,13.95,0,0,1,21.56,0.65,0.73,40.32,40.22,44.79,35.24,5000,0.4,1,0,6,1,1,6
Taurus Largecap Equity Fund - Direct Plan,EQ-LC,1,0,0,2.49,5,122,1,30,1.3,0.77,-7.96,-12.24,-2.47,19.47,7.55,9.98,0,0,1,21.91,0.37,0.45,103.74,103.39,121.02,92.16,5000,1.5,2,0,6,1,1,6
Taurus Nifty 50 Index Fund - Direct Plan,EQ-LC,1,0,0,0.44,5,122,2,2,1.03,-2.31,-5.37,-2.82,0.41,25.84,12.35,12.58,1,0,0,21.53,0.67,0.84,34.63,34.54,37.95,30.76,5000,0.4,2,0,2,1,1,0
Taurus Tax Shield Fund - Direct Plan,EQ-ELSS,1,0,0,1.73,5,122,3,60,0.14,-0.68,0.12,2.67,6.82,24.37,10.55,13.71,1,0,0,19.74,0.64,0.63,126.36,126.18,130.3,107.21,500,0.9,2,0,2,1,1,0
Templeton India Equity Income Fund - Direct Plan,EQ-DIV Y,1,0,0,1.3,5,122,2,1351,0.25,0.35,2.31,5.12,7.53,37.69,14.57,15.74,0,0,1,19.62,1.14,1.14,93.9,93.7,95.33,81.87,5000,4.2,9,0,6,1,1,6
Templeton India Value Fund - Direct Plan,EQ-VAL,1,0,0,0.91,5,122,3,845,0.86,0.0,-2.04,0.12,12.43,39.41,12.47,15.17,0,0,1,25.47,0.93,1.04,476.07,474.9,506.35,387.24,5000,4.2,9,0,6,1,1,6
Union Flexi Cap Fund - Direct Plan,EQ-FLX,1,0,0,1.22,5,122,4,1337,0.87,-2.25,-5.45,-4.54,-0.03,27.76,12.94,12.82,1,0,0,21.47,0.74,0.85,34.73,34.66,37.9,30.85,1000,2.2,7,0,2,1,1,0
Union Focused Fund - Direct Plan,EQ-FLX,1,0,0,1.77,5,43,4,318,0.46,-2.93,-6.84,-5.59,-0.06,26.13,0.0,0.0,1,0,0,20.61,0.72,0.79,17.58,17.57,19.44,15.83,1000,2.2,7,0,4,1,0,8
Union Largecap Fund - Direct Plan,EQ-LC,1,0,0,1.93,5,70,2,230,1.1,-2.43,-5.07,-3.17,-0.72,24.33,10.1,0.0,1,0,0,21.5,0.61,0.74,16.49,16.46,18.03,14.75,1000,1.8,7,0,4,1,0,8
Union Large & Midcap Fund - Direct Plan,EQ-L&MC,1,0,0,1.31,5,39,3,396,0.68,-2.33,-6.1,-7.43,0.68,27.52,0.0,0.0,1,0,0,22.68,0.7,0.76,16.32,16.28,17.98,14.61,1000,3.3,7,0,4,1,0,8
Union Long Term Equity Fund - Direct Plan,EQ-ELSS,1,0,0,1.83,5,122,4,574,0.79,-2.67,-5.01,-4.57,1.69,28.47,12.91,13.15,1,0,0,21.43,0.77,0.88,43.44,43.37,47.35,38.27,500,1.8,7,0,2,1,1,0
Union Small Cap Fund - Direct Plan,EQ-SC,1,0,0,1.44,5,105,3,710,0.4,-1.89,-3.09,-10.83,0.07,37.02,12.97,0.0,1,0,0,24.7,0.91,0.97,30.15,30.12,34.03,26.58,1000,6.4,7,0,4,1,1,0
Union Value Discovery Fund - Direct Plan,EQ-VAL,1,0,0,1.67,5,51,3,144,0.46,-1.98,-4.25,-2.97,2.3,29.76,0.0,0.0,1,0,0,22.21,0.78,0.97,17.33,17.29,18.74,14.95,1000,1.8,7,0,4,1,0,8
UTI Banking and Financial Services Fund - Direct Plan,EQ-BANK,1,0,0,1.38,5,122,1,824,2.13,-0.58,-5.65,-2.76,8.17,24.34,6.73,11.98,1,0,0,33.27,0.36,0.41,132.95,132.48,146.13,109.58,5000,8.8,3,0,4,1,1,0
UTI Children's Career Fund-Investment Plan - Direct Plan,EQ-FLX,1,0,0,1.49,5,122,3,685,0.95,-2.55,-5.92,-7.66,-3.61,24.17,10.22,13.85,1,0,0,22.15,0.6,0.68,59.99,59.86,66.59,54.18,1000,3.6,3,0,2,1,1,0
UTI Core Equity Fund - Direct Plan,EQ-L&MC,1,0,0,1.65,5,122,2,1506,0.77,-1.96,-3.36,-3.04,3.86,30.86,10.37,13.43,0,0,1,23.91,0.76,0.84,103.38,102.9,110.92,89.46,5000,5.9,5,0,6,1,1,6
UTI Dividend Yield Fund - Direct Plan,EQ-DIV Y,1,0,0,1.46,5,122,2,2787,-0.46,-2.3,-0.68,-0.12,-2.43,26.77,11.39,12.96,1,0,0,18.87,0.81,1.03,108.53,108.49,114.91,95.97,5000,0.3,3,0,2,1,1,0
UTI Flexi Cap Fund - Direct Plan,EQ-FLX,1,0,0,0.88,5,122,4,23945,0.76,-3.07,-5.99,-10.05,-9.1,22.57,12.29,14.67,1,0,0,22.96,0.54,0.63,230.82,229.91,264.74,216.53,5000,7.2,1,0,2,1,1,0
UTI Healthcare Fund - Direct Plan,EQ-Pharma,1,0,0,1.5,5,122,2,655,0.25,-2.1,-6.33,-3.81,-8.13,22.32,12.34,13.05,0,0,1,21.22,0.75,1.59,155.46,154.26,174.67,148.55,5000,6.1,5,0,6,1,1,6
UTI India Consumer Fund - Direct Plan,EQ-Consumption,1,0,0,1.77,5,122,1,436,1.2,-1.6,-5.61,-12.14,-0.15,18.06,8.56,11.33,1,0,0,18.2,0.48,0.57,38.7,38.59,44.05,35.49,5000,5.1,3,0,2,1,1,0
UTI Infrastructure Fund - Direct Plan,EQ-INFRA,1,0,0,1.92,5,122,2,1446,0.53,0.76,-1.64,-0.83,12.88,27.95,9.43,12.54,1,0,0,25.23,0.6,0.66,86.05,86.24,91.06,69.14,5000,1.6,2,0,2,1,1,0
UTI Long Term Equity Fund - Direct Plan,EQ-ELSS,1,0,0,0.95,5,122,3,2797,0.96,-2.52,-5.82,-7.44,-3.17,24.56,11.03,13.83,1,0,0,22.08,0.62,0.7,146.2,145.9,161.9,131.45,500,3.6,3,0,2,1,1,0
UTI Mastershare Fund - Direct Plan,EQ-LC,1,0,0,0.95,5,122,4,10312,0.76,-2.65,-5.21,-4.82,-2.69,24.27,11.65,13.66,1,0,0,21.07,0.64,0.75,197.87,197.46,217.56,178.4,100,0.6,2,0,2,1,1,0
UTI Mid Cap Fund - Direct Plan,EQ-MC,1,0,0,0.99,5,122,3,7078,-0.16,-3.28,-5.89,-8.88,0.49,31.21,11.7,20.06,1,0,0,22.95,0.85,0.93,193.51,192.79,215.26,170.77,5000,3.6,1,0,2,1,1,0
UTI MNC Fund - Direct Plan,EQ-MNC,1,0,0,1.25,5,122,2,2366,0.24,-2.6,-5.04,-6.86,3.3,18.08,7.91,15.41,1,0,0,16.17,0.54,0.67,284.92,284.46,310.29,260.09,5000,0.3,2,0,2,1,1,0
UTI Nifty 50 ETF,EQ-LC,1,0,0,0.07,5,91,2,37282,1.06,-2.29,-5.3,-2.51,0.17,26.45,12.33,0.0,1,0,0,22.3,0.65,0.79,1826.584,1821.862,2001.814,1619.512,5000,4.7,7,0,2,1,1,0
UTI Nifty 50 Index Fund - Direct Plan,EQ-LC,1,0,0,0.2,5,122,3,9475,1.06,-2.31,-5.34,-2.59,0.01,26.25,12.15,12.71,1,0,0,22.3,0.64,0.78,116.58,116.28,127.83,103.48,5000,4.7,7,0,2,1,1,0
UTI Nifty Next 50 Exchange Traded Fund,EQ-LC,1,0,0,0.14,5,68,2,911,1.67,0.77,-10.16,-13.97,-5.74,22.71,6.96,0.0,0,0,1,22.15,0.49,0.62,40.01,39.75,47.76,37.13,5000,4.7,7,0,6,1,0,6
UTI Nifty Next 50 Index Fund - Direct Plan,EQ-LC,1,0,0,0.33,5,57,2,1927,1.66,0.74,-10.21,-14.07,-5.97,22.39,0.0,0.0,0,0,1,22.15,0.48,0.6,13.88,13.79,16.59,12.91,5000,4.7,7,0,6,1,0,6
UTI S&P BSE Sensex ETF,EQ-LC,1,0,0,0.0,5,91,2,26578,1.14,-2.57,-4.14,-1.21,1.62,25.56,12.94,0.0,1,0,0,22.34,0.62,0.79,618.81,617.32,671.68,542.74,5000,4.7,7,0,2,1,0,8
UTI S&P BSE Sensex Next 50 ETF,EQ-LC,1,0,0,0.17,5,48,2,6,1.36,-0.32,-5.9,-9.76,0.09,27.34,0.0,0.0,0,0,1,23.85,0.62,0.73,48.07,47.83,54.48,42.84,5000,4.1,7,0,6,1,0,6
UTI Transportation and Logistics Fund - Direct Plan,EQ-THEMATIC,1,0,0,1.04,5,122,2,1908,-0.38,-3.85,-3.92,-10.49,14.08,32.84,5.13,18.59,0,0,1,26.44,0.78,0.84,158.43,157.84,177.83,134.79,5000,6.5,2,0,6,1,1,6
UTI Value Opportunities Fund - Direct Plan,EQ-VAL,1,0,0,1.15,5,122,4,6741,0.52,-3.43,-5.17,-4.3,1.23,27.24,12.38,13.44,1,0,0,21.98,0.7,0.75,105.92,105.63,115.36,92.72,5000,5.1,3,0,2,1,1,0
Aditya Birla Sun Life Active Debt Multi-Manager FoF Scheme - Direct Plan,DT-DB,0,1,0,0.27,2,122,3,10,0.15,0.59,1.52,3.04,4.02,6.52,6.88,7.39,0,0,0,9.38,0.22,0.3,33.05,33.047,33.05,31.445,100,2.0,8,0,0,4,4,7
Aditya Birla Sun Life Banking & PSU Debt Fund - Direct Plan,DT-BK & PSU,0,1,0,0.37,2,122,4,7994,0.17,0.51,1.47,2.97,4.54,6.79,7.28,8.52,0,0,0,1.9,1.05,1.87,317.414,317.327,317.414,302.082,1000,10.2,8,0,0,4,4,2
Aditya Birla Sun Life Corporate Bond Fund - Direct Plan,DT-CB,0,1,0,0.31,2,122,4,12121,0.13,0.57,1.52,3.18,4.89,7.12,7.44,8.19,0,0,0,1.92,1.31,2.24,95.267,95.247,95.267,90.143,100,6.0,8,0,0,4,4,2
Aditya Birla Sun Life Credit Risk Fund - Direct Plan,DT-CR,0,1,0,0.69,3,95,4,1032,0.1,0.54,1.66,3.48,8.66,8.98,7.16,0.0,0,0,0,2.91,1.45,1.84,18.68,18.68,18.68,17.179,100,6.0,3,0,0,4,4,2
Aditya Birla Sun Life Dynamic Bond Fund - Direct Plan,DT-DB,0,1,0,0.64,2,122,5,1795,0.2,0.66,1.48,3.04,7.5,7.97,5.99,7.49,0,0,0,3.22,0.93,1.68,40.816,40.82,40.82,37.568,1000,2.6,1,0,0,4,4,2
Aditya Birla Sun Life Floating Rate Fund - Direct Plan,DT-Floater,0,1,0,0.23,1,122,5,12365,0.14,0.59,1.72,3.36,5.79,6.39,6.83,7.93,0,0,0,1.13,1.66,2.76,298.653,298.588,298.653,282.452,1000,10.2,8,0,0,4,4,2
Aditya Birla Sun Life Government Securities Fund - Direct Plan,DT-GL,0,1,0,0.29,2,122,3,1351,0.28,0.86,1.58,3.39,3.58,5.95,8.01,8.81,0,0,0,3.31,0.53,0.66,72.021,72.055,72.055,67.9,1000,2.6,2,0,0,4,4,7
Aditya Birla Sun Life Income Fund - Direct Plan,DT-M to LD,0,1,0,0.49,2,122,4,1497,0.23,0.72,1.35,3.15,3.49,7.09,7.67,7.81,0,0,0,3.26,0.6,0.82,112.872,112.92,112.92,106.685,5000,2.6,2,0,0,4,4,7
Aditya Birla Sun Life Liquid Fund - Direct Plan,DT-LIQ,0,1,0,0.21,2,122,4,28072,0.16,0.57,1.7,3.31,5.69,4.39,5.39,6.81,0,0,0,0.36,1.24,5.68,362.268,362.197,362.268,342.792,500,1.8,1,0,0,4,4,2
Aditya Birla Sun Life Low Duration Fund - Direct Plan,DT-LD,0,1,0,0.39,2,122,4,10036,0.14,0.52,1.66,3.27,5.71,6.45,7.0,7.98,0,0,0,0.95,2.09,4.77,609.452,609.23,609.452,576.704,100,10.2,8,0,0,4,4,2
Aditya Birla Sun Life Medium Term Plan - Direct Plan,DT-MD,0,1,0,0.86,3,122,5,1652,0.04,0.61,1.57,3.48,22.08,14.51,8.6,9.53,0,0,0,10.76,0.9,2.23,34.133,34.131,34.133,27.816,1000,6.0,3,0,0,4,4,2
Aditya Birla Sun Life Money Manager Fund - Direct Plan,DT-MM,0,1,0,0.21,2,122,4,13095,0.15,0.59,1.76,3.38,5.62,5.6,6.38,7.32,0,0,0,0.65,2.03,4.61,315.201,315.08,315.201,298.499,1000,10.2,8,0,0,4,4,2
Aditya Birla Sun Life Overnight Fund - Direct Plan,DT-OVERNHT,0,1,0,0.07,0,52,3,13400,0.13,0.49,1.55,3.05,5.37,3.88,0.0,0.0,0,0,0,0.32,0.02,0.09,1210.444,1210.225,1210.444,1148.85,5000,4.4,8,0,0,4,4,1
Aditya Birla Sun Life Retirement Fund - The 50s Plus - Debt Plan - Direct Plan,DT-CB,0,1,0,0.85,2,48,1,27,0.16,0.69,1.23,2.87,2.94,4.58,0.0,0.0,0,0,0,2.15,0.11,0.13,12.189,12.193,12.193,11.583,1000,2.0,7,0,0,4,4,7
Aditya Birla Sun Life Savings Fund - Direct Plan,DT-USD,0,1,0,0.34,2,122,4,14457,0.12,0.53,1.69,3.26,5.49,5.75,6.47,7.69,0,0,0,0.74,1.97,4.21,468.901,468.776,468.901,444.62,1000,10.2,3,0,0,4,4,2
Aditya Birla Sun Life Short Term Fund - Direct Plan,DT-SD,0,1,0,0.38,2,122,4,5045,0.18,0.61,1.57,3.17,5.54,7.82,7.58,8.64,0,0,0,2.06,1.46,3.62,42.622,42.624,42.624,40.28,1000,8.5,8,0,0,4,4,2
Axis All Seasons Debt FoF - Direct Plan,DT-DB,0,1,0,0.22,3,38,4,161,0.18,0.6,1.35,3.06,4.69,6.74,0.0,0.0,0,0,0,2.04,0.97,1.66,12.126,12.125,12.126,11.489,5000,3.2,9,0,0,4,4,2
Axis Banking & PSU Debt Fund - Direct Plan,DT-BK & PSU,0,1,0,0.33,2,122,4,13954,0.15,0.56,1.3,2.83,4.47,6.42,7.16,7.86,0,0,0,1.47,1.08,2.63,2280.78,2281.127,2281.127,2183.308,5000,6.6,3,0,5,2,2,3
Axis Corporate Debt Fund - Direct Plan,DT-CB,0,1,0,0.22,2,68,5,3783,0.15,0.58,1.48,3.13,4.9,7.5,7.26,0.0,0,0,0,2.05,1.24,2.78,14.919,14.917,14.919,14.14,5000,5.8,9,0,0,4,4,2
Axis Credit Risk Fund - Direct Plan,DT-CR,0,1,0,0.81,3,104,4,621,0.16,0.61,1.75,3.44,5.43,7.43,6.83,0.0,0,0,0,1.62,1.7,1.91,19.731,19.732,19.732,18.613,5000,8.7,9,0,0,4,4,2
Axis Dynamic Bond Fund - Direct Plan,DT-DB,0,1,0,0.26,2,122,2,1733,0.19,0.61,1.0,2.61,3.39,6.45,7.71,8.45,0,0,0,3.81,0.42,0.57,26.906,26.904,26.906,25.26,5000,10.2,9,0,0,4,4,7
Axis Gilt Fund - Direct Plan,DT-GL,0,1,0,0.39,2,122,4,133,0.25,0.73,1.25,2.31,3.98,5.91,7.86,7.42,0,0,0,2.87,0.62,1.2,22.258,22.271,22.271,21.181,5000,10.2,9,0,0,4,4,7
Axis Liquid Fund - Direct Plan,DT-LIQ,0,1,0,0.15,1,122,4,27226,0.15,0.55,1.68,3.28,5.67,4.35,5.35,6.76,0,0,0,0.37,1.14,5.21,2495.655,2495.166,2495.655,2361.909,500,10.2,9,0,5,2,2,3
Axis Money Market Fund - Direct Plan,DT-MM,0,1,0,0.21,2,43,4,4003,0.15,0.57,1.74,3.32,5.56,5.42,0.0,0.0,0,0,0,0.59,2.03,4.89,1213.807,1213.379,1213.807,1150.141,5000,3.7,1,0,0,4,4,2
Axis Overnight Fund - Direct Plan,DT-OVERNHT,0,1,0,0.05,0,48,4,12566,0.13,0.49,1.56,3.06,5.4,3.9,0.0,0.0,0,0,0,0.32,0.08,0.36,1183.595,1183.381,1183.595,1123.019,500,4.0,3,0,0,4,4,1
Axis Short Term Fund - Direct Plan,DT-SD,0,1,0,0.3,2,122,4,7096,0.15,0.59,1.55,3.15,4.94,6.9,7.37,8.14,0,0,0,1.59,1.36,2.77,27.926,27.924,27.926,26.48,5000,10.2,9,0,0,4,4,2
